dims:2
classes:10
0.1112,-0.5057,0,0,0,0,0,1,0,0,0,0
0.0242,-0.5582,0,0,0,0,1,0,0,0,0,0
0.1285,-0.4408,0,0,0,0,0,1,0,0,0,0
0.1877,0.3099,0,0,0,0,1,0,0,0,0,0
0.2000,0.3536,0,0,0,1,0,0,0,0,0,0
0.5482,0.4458,0,0,0,0,1,0,0,0,0,0
-0.3600,0.1484,0,0,0,0,0,0,0,1,0,0
-0.5580,0.2724,0,1,0,0,0,0,0,0,0,0
0.9495,-0.1556,0,0,0,0,0,0,0,0,0,1
-0.5437,0.3799,1,0,0,0,0,0,0,0,0,0
0.5581,-0.9851,0,0,0,0,0,0,0,0,0,1
-0.2144,0.0228,0,0,0,0,0,0,0,0,0,1
0.2972,0.4511,0,0,0,0,1,0,0,0,0,0
0.3153,1.2974,0,0,1,0,0,0,0,0,0,0
-0.3688,0.8949,1,0,0,0,0,0,0,0,0,0
-1.7845,0.5603,0,0,0,0,0,0,1,0,0,0
0.7588,-0.2252,0,0,0,0,0,0,0,0,0,1
-0.2722,-0.3866,1,0,0,0,0,0,0,0,0,0
0.2765,0.3665,0,0,0,0,0,0,0,0,0,1
-0.5088,-0.2713,0,0,0,0,0,1,0,0,0,0
-0.6440,0.6658,1,0,0,0,0,0,0,0,0,0
-0.7611,0.6683,0,0,0,0,0,0,1,0,0,0
0.3185,-0.0520,0,0,0,0,0,0,0,0,0,1
-0.5321,0.4846,0,0,0,0,0,0,0,0,1,0
0.1283,0.1412,0,0,0,1,0,0,0,0,0,0
-0.0497,-0.4316,0,0,0,0,1,0,0,0,0,0
-0.1271,0.4279,1,0,0,0,0,0,0,0,0,0
0.0140,-0.2907,0,0,0,0,0,0,0,0,1,0
0.0500,-0.3008,0,0,0,0,0,0,0,0,1,0
0.0880,-1.0764,0,0,0,0,0,1,0,0,0,0
-0.0869,0.4296,1,0,0,0,0,0,0,0,0,0
-0.4933,1.3397,0,0,0,0,0,0,0,1,0,0
0.3392,-0.5771,0,0,0,0,0,0,0,0,1,0
-0.1975,0.7622,1,0,0,0,0,0,0,0,0,0
-1.2910,1.5365,0,0,0,0,0,0,1,0,0,0
0.0068,0.3577,0,0,0,1,0,0,0,0,0,0
-0.3788,0.4312,0,0,0,0,0,0,1,0,0,0
-0.8481,0.5652,1,0,0,0,0,0,0,0,0,0
-0.1881,-0.4096,0,0,0,0,0,0,0,0,1,0
-0.0137,0.4845,0,0,0,0,0,0,0,0,0,1
0.5526,-0.7552,0,0,0,0,0,1,0,0,0,0
-0.0065,-1.0879,0,0,0,0,1,0,0,0,0,0
-1.4295,0.4409,0,0,0,0,0,0,1,0,0,0
-0.1415,0.4079,1,0,0,0,0,0,0,0,0,0
0.6809,-0.8396,0,0,0,1,0,0,0,0,0,0
-0.8856,0.7116,0,0,0,0,0,0,0,1,0,0
0.4827,-0.5961,0,0,0,0,0,1,0,0,0,0
0.0373,0.5516,0,0,0,1,0,0,0,0,0,0
-0.1802,-0.6144,0,0,0,0,0,0,0,0,0,1
0.0630,1.2876,0,0,0,0,0,0,0,0,1,0
0.3141,-0.0875,0,0,0,0,0,0,0,0,0,1
0.4093,-0.2404,0,1,0,0,0,0,0,0,0,0
0.2667,-0.1871,0,0,0,0,0,0,0,0,0,1
-1.5258,0.9625,0,0,0,0,0,0,1,0,0,0
0.2933,0.4875,0,0,0,0,1,0,0,0,0,0
-0.2885,0.4629,0,1,0,0,0,0,0,0,0,0
0.7781,-0.5525,0,0,0,0,0,0,0,0,0,1
0.1467,0.9989,0,0,0,0,0,0,0,0,1,0
0.8360,1.0694,0,1,0,0,0,0,0,0,0,0
0.1778,0.6446,0,0,1,0,0,0,0,0,0,0
0.6036,0.2816,0,1,0,0,0,0,0,0,0,0
0.0240,1.3652,0,0,0,0,0,0,1,0,0,0
0.0622,0.7095,0,0,1,0,0,0,0,0,0,0
-0.6294,0.7038,1,0,0,0,0,0,0,0,0,0
-0.3851,0.0563,0,1,0,0,0,0,0,0,0,0
0.3632,-0.6796,0,0,0,0,1,0,0,0,0,0
0.1450,0.0706,0,1,0,0,0,0,0,0,0,0
-0.2492,0.1533,0,0,0,0,0,1,0,0,0,0
-0.3856,0.9126,0,0,0,0,0,0,1,0,0,0
-0.7581,0.7869,0,0,0,0,0,0,0,0,1,0
-0.7128,0.7637,0,0,0,0,0,0,0,1,0,0
-0.8711,0.4702,0,0,0,0,0,0,0,0,1,0
-0.8321,0.6804,0,0,0,0,0,0,0,1,0,0
0.4225,-1.0528,0,0,0,0,0,1,0,0,0,0
-0.6060,1.4222,0,0,0,0,0,0,0,1,0,0
-0.2676,0.4432,0,0,0,0,1,0,0,0,0,0
-0.7009,0.9819,0,0,0,0,0,0,0,1,0,0
-0.3383,0.7620,0,0,1,0,0,0,0,0,0,0
-0.9407,0.4184,0,0,1,0,0,0,0,0,0,0
-0.6031,0.6916,0,1,0,0,0,0,0,0,0,0
-1.1604,1.3958,0,0,0,0,0,0,1,0,0,0
-0.1518,0.8191,0,0,1,0,0,0,0,0,0,0
0.2315,0.7195,0,0,0,1,0,0,0,0,0,0
0.4346,-0.3075,0,0,0,0,0,1,0,0,0,0
-0.8077,0.5791,1,0,0,0,0,0,0,0,0,0
0.7799,-0.7472,0,0,0,1,0,0,0,0,0,0
0.2787,-0.2291,0,0,0,0,0,1,0,0,0,0
0.0211,0.0861,0,0,0,1,0,0,0,0,0,0
0.0206,0.5063,0,0,0,0,1,0,0,0,0,0
-0.7465,1.2214,0,0,0,0,0,0,1,0,0,0
-0.3154,0.3832,0,0,0,0,0,0,0,0,1,0
0.0188,0.4675,0,0,0,1,0,0,0,0,0,0
0.5189,-0.1813,0,0,0,0,0,0,0,0,0,1
-0.7281,0.8354,0,1,0,0,0,0,0,0,0,0
0.1029,0.3191,0,0,1,0,0,0,0,0,0,0
-0.6889,0.7184,0,0,0,0,0,0,0,1,0,0
0.4516,0.5097,0,0,0,1,0,0,0,0,0,0
-1.0495,1.4626,0,0,0,0,0,0,1,0,0,0
0.1452,-0.7871,0,0,0,0,1,0,0,0,0,0
-0.6131,0.5276,0,1,0,0,0,0,0,0,0,0
-0.2470,1.0396,0,0,0,0,0,0,0,1,0,0
1.0912,-0.2886,0,0,0,0,0,0,0,0,0,1
0.7901,-0.0436,0,0,0,0,0,0,0,0,0,1
0.9842,0.1584,0,1,0,0,0,0,0,0,0,0
0.4834,0.7472,0,0,0,0,1,0,0,0,0,0
-0.8955,1.3088,0,0,0,0,0,0,0,1,0,0
0.2382,-0.0887,0,1,0,0,0,0,0,0,0,0
-1.2471,1.0196,0,0,0,0,0,0,1,0,0,0
-0.7302,0.4132,1,0,0,0,0,0,0,0,0,0
0.1247,-1.0014,0,0,0,0,0,1,0,0,0,0
-0.3392,0.5025,0,0,1,0,0,0,0,0,0,0
0.0790,-0.3285,0,0,0,0,0,0,0,0,1,0
0.4781,0.0339,0,0,0,0,0,0,0,0,0,1
1.0490,-0.5243,0,0,0,1,0,0,0,0,0,0
0.3395,-0.1176,0,0,0,0,0,0,0,0,0,1
-1.8994,1.3769,0,0,0,0,0,0,1,0,0,0
0.2050,-0.2816,0,0,0,0,0,0,0,0,0,1
0.1388,-0.6090,0,0,0,0,0,0,0,0,1,0
-0.2905,0.4393,1,0,0,0,0,0,0,0,0,0
-0.2938,0.5099,0,0,0,0,0,0,0,0,1,0
-0.5574,0.1257,0,1,0,0,0,0,0,0,0,0
0.2914,-0.6732,0,0,0,0,1,0,0,0,0,0
-0.7572,0.1445,0,1,0,0,0,0,0,0,0,0
0.8255,-0.4149,0,0,0,1,0,0,0,0,0,0
0.0091,0.4541,0,0,0,1,0,0,0,0,0,0
-0.1028,0.8085,0,0,1,0,0,0,0,0,0,0
-0.6637,0.5209,0,0,0,0,0,0,1,0,0,0
-0.7739,0.5890,0,0,0,0,0,0,1,0,0,0
0.4656,0.3122,0,1,0,0,0,0,0,0,0,0
-0.8112,0.6777,0,0,0,0,0,0,0,1,0,0
-0.5522,0.0260,0,0,0,0,0,0,0,0,0,1
0.0256,0.2779,0,0,0,0,0,0,0,0,1,0
-0.5129,0.4295,0,0,0,0,0,0,0,1,0,0
-0.2283,0.4212,0,1,0,0,0,0,0,0,0,0
0.6472,-0.8273,0,0,0,0,0,1,0,0,0,0
-0.0182,-0.4630,0,0,0,0,0,1,0,0,0,0
-0.5756,-0.8023,0,0,0,0,1,0,0,0,0,0
-0.0408,0.8291,0,1,0,0,0,0,0,0,0,0
-0.5486,0.9554,0,0,0,0,0,0,0,1,0,0
0.0241,0.4104,0,1,0,0,0,0,0,0,0,0
0.4837,-0.5569,0,0,0,0,0,1,0,0,0,0
-1.1438,1.1003,0,0,0,0,0,0,1,0,0,0
1.1392,0.0480,0,1,0,0,0,0,0,0,0,0
0.3063,-0.6485,0,0,0,0,0,1,0,0,0,0
-0.3716,-1.1688,0,0,0,0,0,1,0,0,0,0
-0.6130,0.2463,0,0,0,0,0,0,0,1,0,0
0.7899,-0.9045,0,0,0,1,0,0,0,0,0,0
-0.5542,1.2392,0,0,0,0,0,0,0,1,0,0
-0.4848,1.0367,0,0,0,0,0,0,0,1,0,0
-0.1204,0.0368,0,0,0,0,0,0,0,0,0,1
-0.6266,0.5189,1,0,0,0,0,0,0,0,0,0
0.8175,-0.2596,0,0,0,0,0,0,0,0,0,1
-0.6189,-0.3696,1,0,0,0,0,0,0,0,0,0
-1.1278,0.4331,1,0,0,0,0,0,0,0,0,0
0.4919,0.3000,1,0,0,0,0,0,0,0,0,0
-0.5466,1.1135,0,0,0,0,0,0,0,1,0,0
-0.3397,0.9587,0,0,1,0,0,0,0,0,0,0
0.6642,-0.0893,0,0,0,0,0,1,0,0,0,0
-0.4694,0.3655,1,0,0,0,0,0,0,0,0,0
-0.2760,0.8480,0,0,0,0,0,0,0,1,0,0
0.6697,0.8456,0,0,0,0,0,0,0,0,1,0
-0.6413,2.0264,0,0,0,0,0,0,0,1,0,0
-0.1963,0.7339,1,0,0,0,0,0,0,0,0,0
-0.6808,1.3177,0,0,0,0,0,0,0,1,0,0
-0.5021,1.2193,0,0,1,0,0,0,0,0,0,0
-0.0144,0.5480,0,0,0,0,0,0,0,0,1,0
-0.0608,0.1024,0,0,1,0,0,0,0,0,0,0
-0.5176,0.7144,0,0,0,0,0,0,0,1,0,0
1.3329,-0.1930,0,1,0,0,0,0,0,0,0,0
0.0862,0.3416,0,0,1,0,0,0,0,0,0,0
-0.1297,-0.5467,0,0,0,0,0,1,0,0,0,0
0.4134,-0.0115,0,1,0,0,0,0,0,0,0,0
0.2600,0.8696,0,0,1,0,0,0,0,0,0,0
-0.4016,0.9133,0,0,0,0,0,0,0,1,0,0
-0.5660,0.0299,1,0,0,0,0,0,0,0,0,0
0.8145,-1.1740,0,0,0,0,0,0,0,0,0,1
-0.7928,0.0998,0,0,0,0,0,0,0,1,0,0
-0.4836,0.3798,1,0,0,0,0,0,0,0,0,0
0.6369,0.5371,0,0,0,0,0,0,0,0,1,0
0.3956,-1.0049,0,0,0,0,0,1,0,0,0,0
-0.5916,0.3902,0,0,1,0,0,0,0,0,0,0
0.5989,-0.4442,0,0,0,0,0,1,0,0,0,0
-0.8283,0.2055,1,0,0,0,0,0,0,0,0,0
0.2597,-0.2073,0,0,0,0,0,0,0,0,0,1
0.4975,0.6602,0,0,0,0,0,0,0,0,1,0
0.5047,-0.7342,0,0,0,0,0,1,0,0,0,0
-0.9562,0.1017,0,0,1,0,0,0,0,0,0,0
0.0179,0.7469,0,0,0,0,0,0,0,0,1,0
0.1579,0.3174,0,0,0,0,0,0,0,0,1,0
-0.8686,0.2575,1,0,0,0,0,0,0,0,0,0
0.4338,0.2779,0,0,1,0,0,0,0,0,0,0
-0.4464,0.1223,1,0,0,0,0,0,0,0,0,0
0.3263,-0.2675,0,0,0,0,1,0,0,0,0,0
-0.7658,1.1915,0,0,0,0,0,0,0,1,0,0
-0.9432,0.4958,0,0,1,0,0,0,0,0,0,0
0.1068,0.4009,0,0,0,0,0,0,0,0,1,0
-0.7501,0.8530,0,0,0,0,0,0,1,0,0,0
-0.3213,0.3124,0,0,0,0,0,0,0,0,0,1
-0.3343,0.3963,0,0,0,0,1,0,0,0,0,0
0.6639,-0.2516,0,1,0,0,0,0,0,0,0,0
0.2897,0.4658,0,0,0,0,1,0,0,0,0,0
0.3668,-0.4408,0,0,0,0,0,1,0,0,0,0
-0.7894,0.4236,1,0,0,0,0,0,0,0,0,0
0.8199,-0.1220,0,0,0,0,0,0,0,0,0,1
-0.1705,-1.0306,0,0,0,0,0,1,0,0,0,0
0.5738,0.1791,0,0,0,0,0,0,0,0,0,1
-0.6675,1.0134,0,0,0,0,0,0,0,1,0,0
-1.5289,0.8633,0,0,0,0,0,0,1,0,0,0
1.0869,0.1104,0,1,0,0,0,0,0,0,0,0
-0.0068,-0.1934,0,0,0,0,0,1,0,0,0,0
-1.0711,0.4124,0,0,0,0,0,0,1,0,0,0
-0.3634,0.6822,1,0,0,0,0,0,0,0,0,0
-0.0501,0.1512,0,0,0,0,0,0,0,0,0,1
-0.7287,0.3113,0,0,0,0,0,0,0,0,1,0
-0.9008,0.2868,0,0,0,0,0,0,0,1,0,0
0.7650,-0.3019,0,0,0,1,0,0,0,0,0,0
-0.0003,0.3133,0,0,1,0,0,0,0,0,0,0
-0.0095,-0.7590,0,0,0,0,0,1,0,0,0,0
0.1381,-0.7486,0,0,0,0,1,0,0,0,0,0
